id,address,date,listing_id,listing_title,price,bedrooms,square_ft,city,state,CL_region,zip_code,coordinates,latitude,longitude,created_at,updated_at
662,"",Sep 23,5235198429,LUZ No Deposito -- Electricity No Deposit,"","","","",TX,,,,31.9685988,-99.9018131,2015-11-23 07:05:30.53558,2015-11-23 07:05:30.53558
663, ,Sep 22,5190318652,Mobile Homes For Rent - Lease to Own Avaiable,850,2,850,dsm,MO,,,,37.9642529,-91.8318334,2015-11-23 07:05:30.763107,2015-11-23 07:05:30.763107
302,Address,Date,Listing_ID,Listing_Title,Price,Bedrooms,Square_Ft,City,State,,,,,,2015-11-19 22:54:56.521555,2015-11-19 22:54:56.521555
303, ,Nov 5,5277057661,236 Sayles #2,480,1,660,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:56.661599,2015-11-19 22:54:56.661599
304, ,Nov 5,5288028241,1409 Lillius $550rent/ $250 deposit,550,3,1508,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:56.801057,2015-11-19 22:54:56.801057
305, ,Nov 5,5301828581,It's a great day to lease from Pebble Creek,570,3,1214,Pebble,Texas,,,,36.0383532,-102.0033241,2015-11-19 22:54:56.935285,2015-11-19 22:54:56.935285
306, ,Nov 5,5301808949,Leaves are Falling...And So Are The Prices on Your 3 Bedroom Home!,979,3,1008,Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:54:57.099051,2015-11-19 22:54:57.099051
307, ,Nov 5,5301765842,3 Bedroom READY NOW!!,999,1,751,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:54:57.245983,2015-11-19 22:54:57.245983
308, ,Nov 5,5301726688,Sadosa Ridge 3 Bed 2 Bath Family Community,839,1,468,Eastland,Texas,,,,32.4015198,-98.8175623,2015-11-19 22:54:57.393905,2015-11-19 22:54:57.393905
309, ,Nov 5,5301546875,"""We can't """"bear"""" to have you live anywhere else!""",510,1,644,Residence,Texas,,,,29.7219472,-96.5503014,2015-11-19 22:54:57.568135,2015-11-19 22:54:57.568135
310, ,Nov 5,5301718657,"""UPGRADED- 1 BD/1 BA- new appliances", carpet, tile, fixtures," counters!""",580,,,,51.7963808,-0.6736229,2015-11-19 22:54:57.719658,2015-11-19 22:54:57.719658
311, ,Nov 5,5301616510,1 bedroom w/den- can be used as a 2nd bedroom- $150 off move in!,607,3,1102,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:54:57.867284,2015-11-19 22:54:57.867284
312, ,Nov 5,5301595712,"""Unique Comforts", Pets Welcome," Swimming Pool""",889,2,880,,,,35.901765,139.6040865,2015-11-19 22:54:58.070001,2015-11-19 22:54:58.070001
313, ,Nov 5,5301586812,"""Stylish Features", Swimming Pool," Live Near the Mall of Abilene""",850,3,1338,,,,30.2520543,-90.8878141,2015-11-19 22:54:58.224794,2015-11-19 22:54:58.224794
314, ,Nov 5,5276900137,2 Bedroom 1 Bath for Rent on Josephine Street,1000,1,2177,Sweetwater,Texas,,,,32.4709519,-100.4059384,2015-11-19 22:54:58.35529,2015-11-19 22:54:58.35529
315, ,Nov 5,5255257697,3 Bed 1 Bath House for Rent with all Appliances,600,4,1400,Sweetwater,Texas,,,,32.4709519,-100.4059384,2015-11-19 22:54:58.486656,2015-11-19 22:54:58.486656
316, ,Nov 5,5276476359,Beautiful 4 bedroom Apartment Bad Credit We Can Fix it,1600,3,900,abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:58.611911,2015-11-19 22:54:58.611911
317,342 N. West Street,Nov 5,5297077205,4 Bedroom Home In Buffalo Gap For Rent,900,1,618,abilene,Texas,,,,32.4740375,-100.0182905,2015-11-19 22:54:58.740977,2015-11-19 22:54:58.740977
318, ,Nov 5,5267661458,3 Bedroom Home With Fenced Yard,540,2,900,Sweetwater,Texas,,,,32.4709519,-100.4059384,2015-11-19 22:54:58.869995,2015-11-19 22:54:58.869995
319,1315 Musken Road,Nov 5,5292317780,Senior and Disabled Apts $99 move in Sunscape (HUD accepted),605,2,1500,abilene,Texas,,,,32.4540245,-99.7059815,2015-11-19 22:54:59.004651,2015-11-19 22:54:59.004651
320,1315 Musken Road,Nov 5,5292323069,Senior and Disabled Housing $99 Move in Sunscape (HUD accepted),800,2,932,abilene,Texas,,,,32.4540245,-99.7059815,2015-11-19 22:54:59.148931,2015-11-19 22:54:59.148931
321,600 Westwood Drive,Nov 5,5292338350,ALL BILLS PAID! FREE MONTH 2 BEDROOM 2 BATH,690,4, ,abilene,Texas,,,,32.454728,-99.76885,2015-11-19 22:54:59.276688,2015-11-19 22:54:59.276688
322, ,Nov 5,5301471227,Move In for ONLY $99 For All Of November!! 2 Bedroom 1 Bath,850,1, ,Bent,Texas,,,,20.4113947,-99.9717145,2015-11-19 22:54:59.453285,2015-11-19 22:54:59.453285
323, ,Nov 5,5293397551,ACU HILL 4/2,550,3, ,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:59.586152,2015-11-19 22:54:59.586152
324, ,Nov 5,5272121062,1 BEDROOM/1 BATH TRIPLEX,850,2,912,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:59.714707,2015-11-19 22:54:59.714707
325, ,Nov 5,5294659013,SOUTHSIDE 3/1.5 WITH BONUS ROOM,736,1,834,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:59.846631,2015-11-19 22:54:59.846631
326, ,Nov 5,5301459932,"""Leasing Now", Washer Dryer Hook Ups," Pet Friendly""",850,3, ,,,,18.4566997,-69.1950381,2015-11-19 22:55:00.005311,2015-11-19 22:55:00.005311
327, ,Nov 5,5301434799,MOVE IN to your 1 bedroom today!!,700,1,791,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:00.133783,2015-11-19 22:55:00.133783
328, ,Nov 5,5301409435,5109 N. 9th,699,1, ,Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:55:00.304482,2015-11-19 22:55:00.304482
329, ,Nov 5,5301399434,We Offer Wonderful Treats At Royale...$99 Move In Special!,695,1, ,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:00.443439,2015-11-19 22:55:00.443439
330, ,Nov 5,5301422026,Pick us at Copper Creek Apartments! $300 off MOVE IN,455,3,1897,Eastland,Texas,,,,32.4015198,-98.8175623,2015-11-19 22:55:00.567276,2015-11-19 22:55:00.567276
331, ,Nov 5,5301304904,"""$455 / br - Amazing 825 sq ft Apt", Open NOW," HEAT INCLUDED!!""",825,4, ,,,,10.5105495,99.1208917,2015-11-19 22:55:00.711071,2015-11-19 22:55:00.711071
332, ,Nov 5,5301189230,3 bedroom in Tuscola,1040,3,2100,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:00.827375,2015-11-19 22:55:00.827375
333, ,Nov 4,5300946388,This High End Place Is Affordable With Modern Renovations! $1040,885,3,1231,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:00.954703,2015-11-19 22:55:00.954703
334, ,Nov 4,5291680020,Three BR / Two Bth 2100 SqFt Home In Abilene,75,1,791,💲+$100,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:01.080153,2015-11-19 22:55:01.080153
335, ,Nov 4,5273284299,😈NO CREDIT CHECK/ NO DEPOSIT ELECTRICITY in 2HRS OR LESS!!😱,950,3,1231,Residence,Texas,,,,29.7219472,-96.5503014,2015-11-19 22:55:01.222654,2015-11-19 22:55:01.222654
336, ,Nov 4,5300761412,We'd be lucky to have you here!,699,1,775,Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:55:01.386554,2015-11-19 22:55:01.386554
337, ,Nov 4,5300797681,You Can Have It All $99 Move In Special,999,2,759,Lexington,Texas,,,,30.4190974,-97.0116515,2015-11-19 22:55:01.522039,2015-11-19 22:55:01.522039
338, ,Nov 4,5300704667,Move in today!!,625,2,900,Bent,Texas,,,,20.4113947,-99.9717145,2015-11-19 22:55:01.699137,2015-11-19 22:55:01.699137
339, ,Nov 4,5300737593,1 Bedroom 1 Bath available soon! $300 off November rent when you lease,700,2,1001,THE,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:01.823807,2015-11-19 22:55:01.823807
340, ,Nov 4,5300754656,THREE...TWO BEDROOM FLOOR PLANS TO CHOOSE FROM..ALL FREE FOR NOVEMBER!,800,3,1008,Pebble,Texas,,,,36.0383532,-102.0033241,2015-11-19 22:55:01.956758,2015-11-19 22:55:01.956758
341, ,Nov 4,5300737013,Move in to a brand new apartment today!,870,3,1120,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:02.07664,2015-11-19 22:55:02.07664
342, ,Nov 4,5300732350,CEDAR CREEK has 3 bedroom apartments!!,755,1, ,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:02.202633,2015-11-19 22:55:02.202633
343, ,Nov 4,5300726788,Reduced price on 1 two bedroom at CEDAR CREEK!,784,1,431,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:02.339705,2015-11-19 22:55:02.339705
344, ,Nov 4,5300720842,"""Professionally Managed", Tennis, Basketball," Pets Welcome""",640, ,,,,49.2250185,16.5792683,2015-11-19 22:55:02.497946,2015-11-19 22:55:02.497946
345, ,Nov 4,5300717212,Only ONE one bedroom left at CEDAR CREEK! Large floor plan!,700,1,644,Eastland,Texas,,,,32.4015198,-98.8175623,2015-11-19 22:55:02.626318,2015-11-19 22:55:02.626318
346,"""3 Oaks M/H", Clyde," TX""",Nov 4,5300695252,Make Sadosa Ridge Your New Home-3 Bed 2 Bath,495,1,468,,,,35.0980896,-120.5819091,2015-11-19 22:55:02.802236,2015-11-19 22:55:02.802236
347, ,Nov 4,5300677378,Nice Mobile Home For Rent,435,2, ,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:02.933129,2015-11-19 22:55:02.933129
348, ,Nov 4,5300648714,Room for Rent @ The Grove,435,1,891,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:03.061397,2015-11-19 22:55:03.061397
349, ,Nov 4,5289670367,1 BEDROOMS AVAILABLE FOR 11/13 MOVE IN- GET $150 OFF MOVE IN!,615,3,1231,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:03.195639,2015-11-19 22:55:03.195639
664,"",Sep 22,5233779734,4 Bedroom House for Rent,411,1, ,"",MO,,,,37.9642529,-91.8318334,2015-11-23 07:05:31.003801,2015-11-23 07:05:31.003801
350, ,Nov 4,5297207098,"""CUTE", CLEAN," QUIET STUDIO- NEW COUNTERS AND PRIVATE PATIO! READY 11/13""",1165,3,1214,,,,35.092905,136.98596,2015-11-19 22:55:03.407385,2015-11-19 22:55:03.407385
351, ,Nov 4,5300623639,1 Bedroom With A Study,999,3,1200,Brownwood,Texas,,,,31.7093197,-98.9911611,2015-11-19 22:55:03.575785,2015-11-19 22:55:03.575785
352, ,Nov 4,5300614219,Move In This Week,999,1, ,Allen,Texas,,,,33.1031744,-96.6705503,2015-11-19 22:55:03.699884,2015-11-19 22:55:03.699884
353, ,Nov 4,5300613929,2 Bedroom 1 or 2 Baths,750,2,991,Lexington,Texas,,,,30.4190974,-97.0116515,2015-11-19 22:55:03.826234,2015-11-19 22:55:03.826234
354, ,Nov 4,5288071815,Conference/Meeting room - Billiards available - Business Center,695,1,539,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:03.962876,2015-11-19 22:55:03.962876
355, ,Nov 4,5300498582,Call this beautiful 3 bedroom apartment your new home!,900,3, ,COLORADO,Texas,,,,29.98556,-97.1338899,2015-11-19 22:55:04.098746,2015-11-19 22:55:04.098746
356, ,Nov 4,5300563008,Bippity Boppity Boo! Our Homes are PERFECT for YOU!!,530,2,3527,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:04.232046,2015-11-19 22:55:04.232046
357, ,Nov 4,5300540966,THREE BEDROOM 2 BATH HOME,840,2,936,Residence,Texas,,,,29.7219472,-96.5503014,2015-11-19 22:55:04.398358,2015-11-19 22:55:04.398358
358, ,Nov 4,5300523441,Move it move it to Copper Creek Apartments!,750,4,3326,Indian,Texas,,,,30.0427387,-97.0977268,2015-11-19 22:55:04.539443,2015-11-19 22:55:04.539443
359, ,Nov 4,5300323334,We could hardly wait for you to hop in!,695,2,1096,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:04.67332,2015-11-19 22:55:04.67332
360, ,Nov 4,5300462450,1 br 1 Bath - Furnished,750,1,627,abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:04.842568,2015-11-19 22:55:04.842568
361, ,Nov 4,5300266696,BEAUTFUL HUGE SINGLE FAMILY HOME IN Abilene,750,3,1431,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:05.108835,2015-11-19 22:55:05.108835
362, ,Nov 4,5288996069,Beautiful 4 bed Condo Tarnished Credit We Will Repair It,499,1,701,abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:05.519033,2015-11-19 22:55:05.519033
363, ,Nov 4,5275522683,2 BEDROOM BLOWOUT- $99 NOVEMBER RENT AND FULL SIZE LAUNDRY ROOM!,1070,1,700,Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:55:05.998199,2015-11-19 22:55:05.998199
364, ,Nov 4,5275376302,Great New 4 bedroom Apartment Bad Credit We Will Repair It,1005,2,1020,Achille,Texas,,,,33.8334343,-96.3872105,2015-11-19 22:55:06.4036,2015-11-19 22:55:06.4036
365, ,Nov 4,5300381890,You Can Have It All At Royale Orleans!,1000,3,1008,Allen,Texas,,,,33.1031744,-96.6705503,2015-11-19 22:55:06.88828,2015-11-19 22:55:06.88828
366, ,Nov 4,5300397761,HOLIDAY SPECIALS !!! FREE MONTH !!!,770,1,500,Allen,Texas,,,,33.1031744,-96.6705503,2015-11-19 22:55:07.364415,2015-11-19 22:55:07.364415
367, ,Nov 4,5286676184,Spacious 4 bedroom Two bath home for rent.,300,2,750,Mill,Texas,,,,32.5335335,-94.9404238,2015-11-19 22:55:07.853258,2015-11-19 22:55:07.853258
368, ,Nov 4,5287949872,Covered Parking - Remote 1-car garage - Accepts Electronic Payments,350,3,1214,Eastland,Texas,,,,32.4015198,-98.8175623,2015-11-19 22:55:08.277245,2015-11-19 22:55:08.277245
369, ,Nov 4,5296943513,Covered Parking - Remote 1-car garage - Billiards available,999,2,900,comanche,Texas,,,,31.8973693,-98.6036581,2015-11-19 22:55:08.405025,2015-11-19 22:55:08.405025
370, ,Nov 4,5300241653,$499 MOVE IN SPECIAL- IMMEDIATE,590,2,932,Comanche,Texas,,,,31.8973693,-98.6036581,2015-11-19 22:55:08.545455,2015-11-19 22:55:08.545455
371, ,Nov 4,5300239983,Sadosa Ridge 3 Bed 2 Bath Family Community,690,2,840,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:08.684235,2015-11-19 22:55:08.684235
372, ,Nov 4,5300235504,studio apt,575,2,856,Pebble,Texas,,,,36.0383532,-102.0033241,2015-11-19 22:55:08.846724,2015-11-19 22:55:08.846724
373, ,Nov 4,5276809016,A-Frame for rent,685,2,869,Bent,Texas,,,,20.4113947,-99.9717145,2015-11-19 22:55:09.018433,2015-11-19 22:55:09.018433
374,1457 Fannin,Nov 4,5300207848,Move in TODAY!! $300 OFF!!,675,1,468,abilene,Texas,,,,32.4665139,-99.756484,2015-11-19 22:55:09.142739,2015-11-19 22:55:09.142739
375, ,Nov 4,5300205339,Enjoy your beautiful apartment home today.,515,1,751,STONEGATE,Texas,,,,29.9397948,-95.6715255,2015-11-19 22:55:09.274778,2015-11-19 22:55:09.274778
376, ,Nov 4,5300151039,$99 Move in Special For This Week ONLY!,800,1,867,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:09.409867,2015-11-19 22:55:09.409867
377, ,Nov 4,5300153633,2 Bedroom / 1 Bath House- Ready 12/4/15,740,1, ,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:09.532539,2015-11-19 22:55:09.532539
378, ,Nov 4,5288283006,$300.00 off your november rent!!!!,695,1,707,Residence,Texas,,,,29.7219472,-96.5503014,2015-11-19 22:55:09.679043,2015-11-19 22:55:09.679043
379, ,Nov 4,5289680257,2 Bed/2 Baths ready today! $99.00 rent special!,609,3,2200,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:09.809426,2015-11-19 22:55:09.809426
380, ,Nov 4,5289658849,"""CUTE", CLEAN," QUIET 1 BEDROOM- READY ON 11/6! Actual pics attached""",1350,2, ,,,,18.4338406,-66.6133213,2015-11-19 22:55:09.961777,2015-11-19 22:55:09.961777
381, ,Nov 4,5299916401,We love you to pieces!,535,1,727,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:10.102356,2015-11-19 22:55:10.102356
382,2132 Crescent,Nov 4,5299986142,"""Visit Your New Home", Washer Dryer Connections," Resident Business Ctr""",425,2,1000,,,,41.0038176,-98.6154555,2015-11-19 22:55:10.29959,2015-11-19 22:55:10.29959
383,"""610 S Madera street"," eastland tx""",Nov 4,5299970369,Apartment/Townhouse available for immediate move in!!,685,2,1090,abilene,,,,32.3448368,-99.6785476,2015-11-19 22:55:10.430184,2015-11-19 22:55:10.430184
384,472 Merchant,Nov 4,5299977664,"""Schedule a Tour", Pet Friendly," Next to Mall of Abilene""",730,3,1500,,,,27.351053,-82.5369456,2015-11-19 22:55:10.601238,2015-11-19 22:55:10.601238
385, ,Nov 4,5277438149,Southside Home that is Great for a Family,750,2,932,Pebble,Texas,,,,36.0383532,-102.0033241,2015-11-19 22:55:10.782934,2015-11-19 22:55:10.782934
386, ,Nov 4,5299916688,freshly painted large apartment for rent in eastland!,760,2,1050,STONEGATE,Texas,,,,29.9397948,-95.6715255,2015-11-19 22:55:10.914823,2015-11-19 22:55:10.914823
387, ,Nov 4,5292527535,Close to Schools & Downtown,712,1,834,South,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:11.041457,2015-11-19 22:55:11.041457
388, ,Nov 4,5299922953,Going Quickly! Don't Miss Our Move In Specials!,450, , ,Bent,Texas,,,,20.4113947,-99.9717145,2015-11-19 22:55:11.217267,2015-11-19 22:55:11.217267
389, ,Nov 4,5292335117,"""""""FALLING"""" PRICES HERE AT STONEGATE""",890,1,618,San,Texas,,,,-15.4833383,-70.1394891,2015-11-19 22:55:11.370722,2015-11-19 22:55:11.370722
390, ,Nov 4,5292388008,"""Lots of Space"," but affordable - 3 bed 2.5 bath""",495,2,900,buffalo,,,,42.8276763,-78.7817547,2015-11-19 22:55:11.508964,2015-11-19 22:55:11.508964
391, ,Nov 4,5299861789,Updated 2 Bedroom 1 Bath! $400 Off November Rent!,540,2,1500,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:11.660078,2015-11-19 22:55:11.660078
392,1315 Musken Road,Nov 4,5266472556,"""Apartments available"," going fast!!!!""",605,1,660,abilene,,,,32.4540245,-99.7059815,2015-11-19 22:55:11.789049,2015-11-19 22:55:11.789049
393,1315 Musken Road,Nov 4,5299807595,applehill apt,800,1,791,abilene,Texas,,,,32.4540245,-99.7059815,2015-11-19 22:55:11.914989,2015-11-19 22:55:11.914989
394,600 Westwood Drive,Nov 4,5299853662,MOVE IN TODAY $99.00 Move In,980,1, ,abilene,Texas,,,,32.454728,-99.76885,2015-11-19 22:55:12.044551,2015-11-19 22:55:12.044551
395, ,Nov 4,5257084351,Get the Lowest Prices @ the Grove!,699,3, ,Allen,Texas,,,,33.1031744,-96.6705503,2015-11-19 22:55:12.17085,2015-11-19 22:55:12.17085
396, ,Nov 4,5289213392,Senior or Disabled Apts $99 move in (HUD accepted),540,"","",Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:55:12.334321,2015-11-19 22:55:12.334321
397, ,Nov 4,5289223494,Senior or Disabled Housing $99 (HUD Accepted),750,"","",Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:12.468131,2015-11-19 22:55:12.468131
398,"",Nov 4,5289232066,ALL BILLS PAID!! Free month. 2 bedroom 2 bath. Hardwood Floors,"","","","",Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:12.590654,2015-11-19 22:55:12.590654
665,"",Sep 21,5233005244,😁_Luz No Deposito ** Light No Deposit!!!,"","","","",TX,,,,31.9685988,-99.9018131,2015-11-23 07:05:31.21753,2015-11-23 07:05:31.21753
718, ,Oct 31,5294509955,"""Fantastic North Side home 3 Bedroom 2 Bathroom 1","728 sqft Amount per m""",850,3,1870,Baxter,,,,33.7523969,-117.7678914,2015-11-23 07:05:44.463381,2015-11-23 07:05:44.463381
719, ,Oct 31,5258460773,1 BR apt Utilities included like new,1095,2,600,Crosby,Minnesota,,,,46.4821848,-93.9577611,2015-11-23 07:05:44.716376,2015-11-23 07:05:44.716376
720, ,Oct 31,5263379975,Spacious One level Home,800,3, ,Holly,Minnesota,,,,44.1526974,-95.5197394,2015-11-23 07:05:44.973227,2015-11-23 07:05:44.973227
721,"",Oct 31,5258991257,3BR 2 BA Home SE Brainerd 6 month lease only,800,3,1200,"",Minnesota,,,,46.729553,-94.6858998,2015-11-23 07:05:45.193828,2015-11-23 07:05:45.193828
722,"",Oct 31,5282263020,Beautiful Home in Breezy Point,850,3,1728,"",Minnesota,,,,46.729553,-94.6858998,2015-11-23 07:05:45.412649,2015-11-23 07:05:45.412649
723,"",Oct 31,5293830712,2 BEDROOM EXTENDED STAY,230,"","","",Minnesota,,,,46.729553,-94.6858998,2015-11-23 07:05:45.628557,2015-11-23 07:05:45.628557
724, ,Oct 31,5275368633,Act fast - 4 BR & two-and-a-half bath,700,3, ,Pryor,MT,,,,45.4296745,-108.5331862,2015-11-23 07:05:45.882223,2015-11-23 07:05:45.882223
725, ,Oct 31,5294062036,Close to tech,550,1, ,Butte,MT,,,,46.0038232,-112.5347776,2015-11-23 07:05:46.128011,2015-11-23 07:05:46.128011
726, ,Oct 31,5293619487,Cozy Three-bed/TWO Bathroom,825,3,1400,Georgetown,MT,,,,46.1993695,-113.2464465,2015-11-23 07:05:46.369315,2015-11-23 07:05:46.369315
727, ,Oct 31,5290642760,yechiel steinmetz,800,3,1494,Hudson,NY,,,,42.2528649,-73.790959,2015-11-23 07:05:46.640192,2015-11-23 07:05:46.640192
728, ,Oct 31,5294720235,Yechiel Steinmetz,550,3, ,New,NY,,,,40.7127837,-74.0059413,2015-11-23 07:05:46.927781,2015-11-23 07:05:46.927781
729, ,Oct 31,5294685062,charming two bedroom house with extra writer's loft,850,"","",Cairo,NY,,,,42.2989749,-73.9984659,2015-11-23 07:05:47.182599,2015-11-23 07:05:47.182599
730,"",Oct 31,5294016994,"""Studio apt. for rent", includes all utilities, Cairo," NY""",450,"",,,,50.0630462,17.3321536,2015-11-23 07:05:47.61919,2015-11-23 07:05:47.61919
731,"",Oct 31,5249666009,Beautifully renovated house for rent,850,"","","",NY,,,,40.7127837,-74.0059413,2015-11-23 07:05:47.908077,2015-11-23 07:05:47.908077
732,"",Oct 31,5288683844,Hudson Apt.,800,"","","",NY,,,,40.7127837,-74.0059413,2015-11-23 07:05:48.126152,2015-11-23 07:05:48.126152
733,"",Oct 31,5293548499,Act fast - three bedroom + 3 bathroom,1025,"","","",NY,,,,40.7127837,-74.0059413,2015-11-23 07:05:48.359204,2015-11-23 07:05:48.359204
734, ,Oct 31,5294819533,2 br in very nice 4 plex,850,1,720,Pequot,Minnesota,,,,46.597149,-94.322423,2015-11-23 07:05:48.583391,2015-11-23 07:05:48.583391
735, ,Oct 31,5294681327,Four bedroom 2 bath house for rent,595,3,1400,Brainerd,Minnesota,,,,46.3526733,-94.2020084,2015-11-23 07:05:48.801497,2015-11-23 07:05:48.801497
736, ,Oct 31,5294601104,"""For rent in Wadena"," mn""",950,3,1275,oak,,,,29.252138,-82.1219312,2015-11-23 07:05:49.06155,2015-11-23 07:05:49.06155
737, ,Oct 31,5294509955,"""Fantastic North Side home 3 Bedroom 2 Bathroom 1","728 sqft Amount per m""",850,3,1870,Baxter,,,,33.7523969,-117.7678914,2015-11-23 07:05:49.342231,2015-11-23 07:05:49.342231
738, ,Oct 31,5258460773,1 BR apt Utilities included like new,1095,2,600,Crosby,Minnesota,,,,46.4821848,-93.9577611,2015-11-23 07:05:49.585249,2015-11-23 07:05:49.585249
739, ,Oct 31,5263379975,Spacious One level Home,800,3, ,Holly,Minnesota,,,,44.1526974,-95.5197394,2015-11-23 07:05:49.821898,2015-11-23 07:05:49.821898
740,"",Oct 31,5258991257,3BR 2 BA Home SE Brainerd 6 month lease only,800,3,1200,"",Minnesota,,,,46.729553,-94.6858998,2015-11-23 07:05:50.050804,2015-11-23 07:05:50.050804
741,"",Oct 31,5282263020,Beautiful Home in Breezy Point,850,3,1728,"",Minnesota,,,,46.729553,-94.6858998,2015-11-23 07:05:50.306788,2015-11-23 07:05:50.306788
742,"",Oct 31,5293830712,2 BEDROOM EXTENDED STAY,230,"","","",Minnesota,,,,46.729553,-94.6858998,2015-11-23 07:05:50.54578,2015-11-23 07:05:50.54578
743, ,Oct 31,5275368633,Act fast - 4 BR & two-and-a-half bath,700,3, ,Pryor,MT,,,,45.4296745,-108.5331862,2015-11-23 07:05:50.757669,2015-11-23 07:05:50.757669
744, ,Oct 31,5294062036,Close to tech,550,1, ,Butte,MT,,,,46.0038232,-112.5347776,2015-11-23 07:05:50.974709,2015-11-23 07:05:50.974709
745, ,Oct 31,5293619487,Cozy Three-bed/TWO Bathroom,825,3,1400,Georgetown,MT,,,,46.1993695,-113.2464465,2015-11-23 07:05:51.194666,2015-11-23 07:05:51.194666
746, ,Oct 31,5290642760,yechiel steinmetz,800,3,1494,Hudson,NY,,,,42.2528649,-73.790959,2015-11-23 07:05:51.408993,2015-11-23 07:05:51.408993
747, ,Oct 31,5294720235,Yechiel Steinmetz,550,3, ,New,NY,,,,40.7127837,-74.0059413,2015-11-23 07:05:51.626753,2015-11-23 07:05:51.626753
748, ,Oct 31,5294685062,charming two bedroom house with extra writer's loft,850,"","",Cairo,NY,,,,42.2989749,-73.9984659,2015-11-23 07:05:51.84252,2015-11-23 07:05:51.84252
749,"",Oct 31,5294016994,"""Studio apt. for rent", includes all utilities, Cairo," NY""",450,"",,,,50.0630462,17.3321536,2015-11-23 07:05:52.092351,2015-11-23 07:05:52.092351
750,"",Oct 31,5249666009,Beautifully renovated house for rent,850,"","","",NY,,,,40.7127837,-74.0059413,2015-11-23 07:05:52.352495,2015-11-23 07:05:52.352495
751,"",Oct 31,5288683844,Hudson Apt.,800,"","","",NY,,,,40.7127837,-74.0059413,2015-11-23 07:05:52.57105,2015-11-23 07:05:52.57105
752,"",Oct 31,5293548499,Act fast - three bedroom + 3 bathroom,1025,"","","",NY,,,,40.7127837,-74.0059413,2015-11-23 07:05:52.790565,2015-11-23 07:05:52.790565
753, ,Oct 31,5294819533,2 br in very nice 4 plex,850,1,720,Pequot,Minnesota,,,,46.597149,-94.322423,2015-11-23 07:05:53.011157,2015-11-23 07:05:53.011157
754, ,Oct 31,5294681327,Four bedroom 2 bath house for rent,595,3,1400,Brainerd,Minnesota,,,,46.3526733,-94.2020084,2015-11-23 07:05:53.226036,2015-11-23 07:05:53.226036
755, ,Oct 31,5294601104,"""For rent in Wadena"," mn""",950,3,1275,oak,,,,29.252138,-82.1219312,2015-11-23 07:05:53.48245,2015-11-23 07:05:53.48245
756, ,Oct 31,5294509955,"""Fantastic North Side home 3 Bedroom 2 Bathroom 1","728 sqft Amount per m""",850,3,1870,Baxter,,,,33.7523969,-117.7678914,2015-11-23 07:05:53.742607,2015-11-23 07:05:53.742607
757, ,Oct 31,5258460773,1 BR apt Utilities included like new,1095,2,600,Crosby,Minnesota,,,,46.4821848,-93.9577611,2015-11-23 07:05:53.963218,2015-11-23 07:05:53.963218
