id,address,date,listing_id,listing_title,price,bedrooms,square_ft,city,state,CL_region,zip_code,coordinates,latitude,longitude,created_at,updated_at
534, ,Nov 4,5267676145,"""Stainless Steel Appliances"," Purchase Home of your Choice Glam living""",435,2,856,Arlington,,,,39.3228522,-85.2143157,2015-11-19 22:55:31.30523,2015-11-19 22:55:31.30523
535, ,Nov 4,5260290433,Chickasaw Apartments,417,2,960,Camilla,Georgia,,,,31.2312933,-84.2104611,2015-11-19 22:55:31.448394,2015-11-19 22:55:31.448394
536, ,Nov 4,5260287446,Coolawahee Apartments,419,1,754,Colquitt,Georgia,,,,31.1712935,-84.7332527,2015-11-19 22:55:31.603319,2015-11-19 22:55:31.603319
537, ,Nov 4,5260278965,Spring Creek Villas,465,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:31.728449,2015-11-19 22:55:31.728449
538, ,Nov 4,5260997259,Its Moving Day!! Come check out your New Home!!,650, , ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:31.877315,2015-11-19 22:55:31.877315
539, ,Nov 4,5289827284,"""Pre-Foreclosure- Home Must Be Sold Awesome"," Granite Countertops""",870, , ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:32.025444,2015-11-19 22:55:32.025444
540, ,Nov 4,5267645318,"""New Cabinets", Private Mortgage Loans, No Credit," BIG SAVINGS""",515,2,,,,,,2015-11-19 22:55:32.157549,2015-11-19 22:55:32.157549
541, ,Nov 4,5300488142,Broad Two w/ Open Kitch. Enormous Closets & More,475,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:32.28687,2015-11-19 22:55:32.28687
542, ,Nov 4,5290679774,"""MOVE IN THIS WEEKEND"," $100 OFF MOVE IN""",870,4, ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:32.419642,2015-11-19 22:55:32.419642
543, ,Nov 4,5280182880,"""Albany 4/3 Beautiful house", 2400 sq ft," Fantastic View""",655, , ,,,,,,2015-11-19 22:55:32.558334,2015-11-19 22:55:32.558334
544,500 Pinson Road,Nov 4,5267721625,"""Pet Friendly", Fast Private Money Mortgage Loans," No Credit Really Large And Cozy""",515,3,1200,,,,32.7532301,-96.4709658,2015-11-19 22:55:32.718944,2015-11-19 22:55:32.718944
545, ,Nov 4,5300205139,So much beauty outside. So much comfort inside @ Pine Forest,485,1,576,Americus,Georgia,,,,32.0723861,-84.2326876,2015-11-19 22:55:32.865213,2015-11-19 22:55:32.865213
546, ,Nov 4,5300198486,1 Bedroom Available! Hillside in Americus !! Today!!,750,2, ,CORDELE,Georgia,,,,31.9635074,-83.7823938,2015-11-19 22:55:32.992703,2015-11-19 22:55:32.992703
547, ,Nov 4,5284640366,****HOUSE AT LAKE BLACKSHEAR ON WATER*****,645, , ,ALBANY,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:33.11781,2015-11-19 22:55:33.11781
548, ,Nov 4,5267774326,"""3 Large Closets"," BANK OWNED!! NEED AN OFFER TODAY!!! Great""",345, , ,albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:33.294551,2015-11-19 22:55:33.294551
549, ,Nov 4,5268030751,Best Service-Income Verify -Chk Stbs,615,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:33.428774,2015-11-19 22:55:33.428774
550, ,Nov 4,5267706656,"""Freshly Painted Walls"," Own a newly renovated home of your own Very Spacious""",465,2, ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:33.573388,2015-11-19 22:55:33.573388
551,333 South Mock Road,Nov 4,5299884517,A Fabulous One Bdrm One Bath Apartment Home,410475,2,720,albanyga,Georgia,,,,31.5674846,-84.0963054,2015-11-19 22:55:33.70467,2015-11-19 22:55:33.70467
552, ,Nov 4,5268830325,"""Available 1","2 Bedrooms!""",590,3, ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:33.85857,2015-11-19 22:55:33.85857
553, ,Nov 4,5289636999,"""LARGE Two BEDROOM Two BATH", POOL," GARAGE. GREAT PRICE!""",400,3,1944,,,,34.5222138,135.6024683,2015-11-19 22:55:34.019204,2015-11-19 22:55:34.019204
554, ,Nov 4,5296475557,1402-B Harding,750,3, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:34.149115,2015-11-19 22:55:34.149115
555, ,Nov 4,5299736383,Broad 1950 plus sq feet Threebdrm 2car attached garage,700,4, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:34.275718,2015-11-19 22:55:34.275718
556, ,Nov 4,5299732117,The laundry room is large and has plenty of extra storage.,775,3, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:34.415173,2015-11-19 22:55:34.415173
557, ,Nov 4,5279638724,Single-Family Home Three Bedrooms Two full Bathrooms,1400,3,1200,Ashburn,Georgia,,,,31.7060134,-83.653224,2015-11-19 22:55:34.556576,2015-11-19 22:55:34.556576
558, ,Nov 4,5299698526,GET MOVED IN BEFORE THE HOLIDAYS!!!! MOVE IN SPECIAL!!,600,1, ,Leesburg,Georgia,,,,31.7321156,-84.1707423,2015-11-19 22:55:34.696693,2015-11-19 22:55:34.696693
559,500 Pinson Road,Nov 4,5268573887,"""4br"," 3ba Lee Co""",515,1,700,albanyga,,,,31.5623995,-84.0720137,2015-11-19 22:55:34.863569,2015-11-19 22:55:34.863569
560, ,Nov 4,5290241839,Completely renovated 3 bdrm/1.5 bath home for rent,475,3, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:35.016304,2015-11-19 22:55:35.016304
561, ,Nov 3,5299397977,Experience the beauty of Autumn at Pine Forest,420,2, ,northwest,Georgia,,,,32.1656221,-82.9000751,2015-11-19 22:55:35.158995,2015-11-19 22:55:35.158995
562, ,Nov 3,5299096749,$399.00 Move In Special At Quail Call Apts.!!,600,2, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:35.290088,2015-11-19 22:55:35.290088
563, ,Nov 3,5298998017,Leaves aren't the only thing FALLING!,610,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:35.430601,2015-11-19 22:55:35.430601
564, ,Nov 3,5294877681,3 bdrm/1.5 bath completely renovated home available,585,1,700,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:35.555886,2015-11-19 22:55:35.555886
565, ,Nov 3,5278636256,Upscale! Premier Community! Limited Availability!,402,2,1000,Rent-To-Own,Georgia,,,,32.1656221,-82.9000751,2015-11-19 22:55:35.74433,2015-11-19 22:55:35.74433
566, ,Nov 3,5283381134,Come check us out! We know you'll love us!,420, , ,Pinnacle,Georgia,,,,33.850303,-84.361826,2015-11-19 22:55:35.916912,2015-11-19 22:55:35.916912
567, ,Nov 3,5298575021,◃ Hurry! Spacious 1 BEDROOM one BATHROOM Home! Tons of Light! ◃,515, , ,Northwest,Georgia,,,,32.1656221,-82.9000751,2015-11-19 22:55:36.046996,2015-11-19 22:55:36.046996
568, ,Nov 3,5298750600,We're thankful for renovations! Now come check us out!,645, , ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:36.180753,2015-11-19 22:55:36.180753
569, ,Nov 3,5298728736,"""When Minutes Matter"," Live Where You Work and Play""",740, , ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:36.341263,2015-11-19 22:55:36.341263
570, ,Nov 3,5289773056,"""Dont wat the Foreclosure? New Special"," Gas""",730,1, ,Oakfield,,,,46.1007097,-68.1589207,2015-11-19 22:55:36.484141,2015-11-19 22:55:36.484141
571, ,Nov 3,5289765848,"""Newly Updated & Remodeled Foreclosure Awesome"," Updated Cabinets""",790, , ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:36.620567,2015-11-19 22:55:36.620567
572, ,Nov 3,5289750570,"""New CONSTRUCTION Foreclosures Spectacular"," Outdoor Space""",445, , ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:36.766532,2015-11-19 22:55:36.766532
573, ,Nov 3,5289727957,"""Buy this renovated foreclosure Cozy"," Granite""",850, , ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:36.900358,2015-11-19 22:55:36.900358
574, ,Nov 3,5262433454,Must See The New Remodeled Apts!,705,3, ,Leesburg,Georgia,,,,31.7321156,-84.1707423,2015-11-19 22:55:37.0301,2015-11-19 22:55:37.0301
575, ,Nov 3,5289735536,"""STOP Foreclosure! Get Money Now! Huge Spacious"," High Ceilings""",615,1, ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:37.171828,2015-11-19 22:55:37.171828
576, ,Nov 3,5289720221,"""Had a Foreclosure or Short Sale? Ultimate escape"," Central Air""",625, , ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:37.305911,2015-11-19 22:55:37.305911
577, ,Nov 3,5267729202,"""Stainless Steel Appliances"," STOP Foreclosure! Get Money Now! Great Remodeled""",440, , ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:37.441666,2015-11-19 22:55:37.441666
578, ,Nov 3,5298392218,3 bedeomm 1.5 bath on 11th,860,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:37.591951,2015-11-19 22:55:37.591951
579, ,Nov 3,5298237165,Searching for a One Bedroom? How about a One Bdrm using a Den!?,765,2, ,Leesburg,Georgia,,,,31.7321156,-84.1707423,2015-11-19 22:55:37.731521,2015-11-19 22:55:37.731521
580, ,Nov 3,5289712511,"""Purchase Home of your Choice All The Amenitites"," Gas Stove""",391,3, ,Rent-To-Own,,,,,,2015-11-19 22:55:37.870997,2015-11-19 22:55:37.870997
581, ,Nov 3,5267623607,"""Granite Countertops "," Mortage Payments Too much for you? Great Remodeled""",565,3, ,Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:38.075779,2015-11-19 22:55:38.075779
582, ,Nov 3,5298133180,☡ Hurry! Sunny 1 BEDROOM 1 BATH House! Lots of Light! ☡,475,3, ,Ashburn,Georgia,,,,31.7060134,-83.653224,2015-11-19 22:55:38.209516,2015-11-19 22:55:38.209516
583, ,Nov 3,5287995924,MOVE IN SPECIALS!!! Charming Two BR/Two BA Apartment Home,475,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:38.327258,2015-11-19 22:55:38.327258
584, ,Nov 3,5298081414,BRAND NEW APARTMENTS!! **MOVE IN SPECIAL!!**,475,3, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:38.461681,2015-11-19 22:55:38.461681
585, ,Nov 3,5292653328,Hang your hat here!,410,3,1392,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:38.596008,2015-11-19 22:55:38.596008
586, ,Nov 3,5292654460,Welcome Home!,800,3,1504,Rent-To-Own,Georgia,,,,32.1656221,-82.9000751,2015-11-19 22:55:38.716494,2015-11-19 22:55:38.716494
587, ,Nov 3,5292667466,More Bang for your Buck!,1174,4,2400,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:38.84296,2015-11-19 22:55:38.84296
588, ,Nov 3,5298004484,☞ Hurry! Bright 1 BEDROOM one BATH House! Tons of Light! ☞,865,3,2170,Jasper,Georgia,,,,34.4695524,-84.4289888,2015-11-19 22:55:38.980052,2015-11-19 22:55:38.980052
589, ,Nov 3,5278014098,"""Luxurious home: open", luminous, calm, decks, patio," & more""",,,,,,2015-11-19 22:55:39.104633,2015-11-19 22:55:39.104633
590,1014 Rosedale Avenue,Nov 2,5278756475,"""LOVELY THREE BEDROOM", REMODELED,"""",750,4,1721,,,,39.9281783,-83.8274137,2015-11-19 22:55:39.276488,2015-11-19 22:55:39.276488
591, ,Nov 2,5297557220,Open Three/bed Two Bathroom House,475,3, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:39.402704,2015-11-19 22:55:39.402704
592, ,Nov 2,5297546808,Beautiful brick home for rent December 1st,500,2, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:39.530732,2015-11-19 22:55:39.530732
593, ,Nov 2,5297255905,Act fast - three br and 2 bath,740,3,1417,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:39.654831,2015-11-19 22:55:39.654831
594, ,Nov 2,5297392743,Rain Is Falling And So Are Prices At Quail Call!!!,530,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:39.788475,2015-11-19 22:55:39.788475
595, ,Nov 2,5296510329,Breakfast nook Granite Intercom & Sitting room - Striking!,550,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:39.918588,2015-11-19 22:55:39.918588
596, ,Nov 2,5250997920,Three/Two & 2 Car Garage located in Albany,485,1, ,Newton,Georgia,,,,31.3129575,-84.3357424,2015-11-19 22:55:40.046543,2015-11-19 22:55:40.046543
597, ,Nov 2,5265974556,Two Bdrm Two Bathroom! Hurry in this Apartment will not last!,475,3,1655,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:40.179413,2015-11-19 22:55:40.179413
598, ,Nov 2,5296264504,Lovely three bedroom / two bath,425,1, ,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:40.31321,2015-11-19 22:55:40.31321
599, ,Nov 2,5251617056,Extraordinary Unit Set In Lush Gardens! Heated Pool!,743,3,1800,Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:40.445825,2015-11-19 22:55:40.445825
600, ,Nov 1,5295703732,$399 Move You In !!!,410,"","",Albany,Georgia,,,,31.5785074,-84.155741,2015-11-19 22:55:40.623519,2015-11-19 22:55:40.623519
601, ,Nov 1,5285694446,"""Large Family Room"," Washer/Dryer and Den Space""",875,"","",Albany,,,,42.6525793,-73.7562317,2015-11-19 22:55:40.764581,2015-11-19 22:55:40.764581
602, ,Nov 1,5295408401,Three Bedroom Home With Driveway and Large Porch in Albany,"","","",Sasser,Georgia,,,,31.7206503,-84.3463045,2015-11-19 22:55:40.897296,2015-11-19 22:55:40.897296
302,Address,Date,Listing_ID,Listing_Title,Price,Bedrooms,Square_Ft,City,State,,,,,,2015-11-19 22:54:56.521555,2015-11-19 22:54:56.521555
303, ,Nov 5,5277057661,236 Sayles #2,480,1,660,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:56.661599,2015-11-19 22:54:56.661599
304, ,Nov 5,5288028241,1409 Lillius $550rent/ $250 deposit,550,3,1508,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:56.801057,2015-11-19 22:54:56.801057
305, ,Nov 5,5301828581,It's a great day to lease from Pebble Creek,570,3,1214,Pebble,Texas,,,,36.0383532,-102.0033241,2015-11-19 22:54:56.935285,2015-11-19 22:54:56.935285
306, ,Nov 5,5301808949,Leaves are Falling...And So Are The Prices on Your 3 Bedroom Home!,979,3,1008,Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:54:57.099051,2015-11-19 22:54:57.099051
307, ,Nov 5,5301765842,3 Bedroom READY NOW!!,999,1,751,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:54:57.245983,2015-11-19 22:54:57.245983
308, ,Nov 5,5301726688,Sadosa Ridge 3 Bed 2 Bath Family Community,839,1,468,Eastland,Texas,,,,32.4015198,-98.8175623,2015-11-19 22:54:57.393905,2015-11-19 22:54:57.393905
309, ,Nov 5,5301546875,"""We can't """"bear"""" to have you live anywhere else!""",510,1,644,Residence,Texas,,,,29.7219472,-96.5503014,2015-11-19 22:54:57.568135,2015-11-19 22:54:57.568135
310, ,Nov 5,5301718657,"""UPGRADED- 1 BD/1 BA- new appliances", carpet, tile, fixtures," counters!""",580,,,,51.7963808,-0.6736229,2015-11-19 22:54:57.719658,2015-11-19 22:54:57.719658
311, ,Nov 5,5301616510,1 bedroom w/den- can be used as a 2nd bedroom- $150 off move in!,607,3,1102,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:54:57.867284,2015-11-19 22:54:57.867284
312, ,Nov 5,5301595712,"""Unique Comforts", Pets Welcome," Swimming Pool""",889,2,880,,,,35.901765,139.6040865,2015-11-19 22:54:58.070001,2015-11-19 22:54:58.070001
313, ,Nov 5,5301586812,"""Stylish Features", Swimming Pool," Live Near the Mall of Abilene""",850,3,1338,,,,30.2520543,-90.8878141,2015-11-19 22:54:58.224794,2015-11-19 22:54:58.224794
314, ,Nov 5,5276900137,2 Bedroom 1 Bath for Rent on Josephine Street,1000,1,2177,Sweetwater,Texas,,,,32.4709519,-100.4059384,2015-11-19 22:54:58.35529,2015-11-19 22:54:58.35529
315, ,Nov 5,5255257697,3 Bed 1 Bath House for Rent with all Appliances,600,4,1400,Sweetwater,Texas,,,,32.4709519,-100.4059384,2015-11-19 22:54:58.486656,2015-11-19 22:54:58.486656
316, ,Nov 5,5276476359,Beautiful 4 bedroom Apartment Bad Credit We Can Fix it,1600,3,900,abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:58.611911,2015-11-19 22:54:58.611911
317,342 N. West Street,Nov 5,5297077205,4 Bedroom Home In Buffalo Gap For Rent,900,1,618,abilene,Texas,,,,32.4740375,-100.0182905,2015-11-19 22:54:58.740977,2015-11-19 22:54:58.740977
318, ,Nov 5,5267661458,3 Bedroom Home With Fenced Yard,540,2,900,Sweetwater,Texas,,,,32.4709519,-100.4059384,2015-11-19 22:54:58.869995,2015-11-19 22:54:58.869995
319,1315 Musken Road,Nov 5,5292317780,Senior and Disabled Apts $99 move in Sunscape (HUD accepted),605,2,1500,abilene,Texas,,,,32.4540245,-99.7059815,2015-11-19 22:54:59.004651,2015-11-19 22:54:59.004651
320,1315 Musken Road,Nov 5,5292323069,Senior and Disabled Housing $99 Move in Sunscape (HUD accepted),800,2,932,abilene,Texas,,,,32.4540245,-99.7059815,2015-11-19 22:54:59.148931,2015-11-19 22:54:59.148931
321,600 Westwood Drive,Nov 5,5292338350,ALL BILLS PAID! FREE MONTH 2 BEDROOM 2 BATH,690,4, ,abilene,Texas,,,,32.454728,-99.76885,2015-11-19 22:54:59.276688,2015-11-19 22:54:59.276688
322, ,Nov 5,5301471227,Move In for ONLY $99 For All Of November!! 2 Bedroom 1 Bath,850,1, ,Bent,Texas,,,,20.4113947,-99.9717145,2015-11-19 22:54:59.453285,2015-11-19 22:54:59.453285
323, ,Nov 5,5293397551,ACU HILL 4/2,550,3, ,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:59.586152,2015-11-19 22:54:59.586152
324, ,Nov 5,5272121062,1 BEDROOM/1 BATH TRIPLEX,850,2,912,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:59.714707,2015-11-19 22:54:59.714707
325, ,Nov 5,5294659013,SOUTHSIDE 3/1.5 WITH BONUS ROOM,736,1,834,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:54:59.846631,2015-11-19 22:54:59.846631
326, ,Nov 5,5301459932,"""Leasing Now", Washer Dryer Hook Ups," Pet Friendly""",850,3, ,,,,18.4566997,-69.1950381,2015-11-19 22:55:00.005311,2015-11-19 22:55:00.005311
327, ,Nov 5,5301434799,MOVE IN to your 1 bedroom today!!,700,1,791,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:00.133783,2015-11-19 22:55:00.133783
328, ,Nov 5,5301409435,5109 N. 9th,699,1, ,Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:55:00.304482,2015-11-19 22:55:00.304482
329, ,Nov 5,5301399434,We Offer Wonderful Treats At Royale...$99 Move In Special!,695,1, ,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:00.443439,2015-11-19 22:55:00.443439
330, ,Nov 5,5301422026,Pick us at Copper Creek Apartments! $300 off MOVE IN,455,3,1897,Eastland,Texas,,,,32.4015198,-98.8175623,2015-11-19 22:55:00.567276,2015-11-19 22:55:00.567276
331, ,Nov 5,5301304904,"""$455 / br - Amazing 825 sq ft Apt", Open NOW," HEAT INCLUDED!!""",825,4, ,,,,10.5105495,99.1208917,2015-11-19 22:55:00.711071,2015-11-19 22:55:00.711071
332, ,Nov 5,5301189230,3 bedroom in Tuscola,1040,3,2100,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:00.827375,2015-11-19 22:55:00.827375
333, ,Nov 4,5300946388,This High End Place Is Affordable With Modern Renovations! $1040,885,3,1231,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:00.954703,2015-11-19 22:55:00.954703
334, ,Nov 4,5291680020,Three BR / Two Bth 2100 SqFt Home In Abilene,75,1,791,💲+$100,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:01.080153,2015-11-19 22:55:01.080153
335, ,Nov 4,5273284299,😈NO CREDIT CHECK/ NO DEPOSIT ELECTRICITY in 2HRS OR LESS!!😱,950,3,1231,Residence,Texas,,,,29.7219472,-96.5503014,2015-11-19 22:55:01.222654,2015-11-19 22:55:01.222654
336, ,Nov 4,5300761412,We'd be lucky to have you here!,699,1,775,Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:55:01.386554,2015-11-19 22:55:01.386554
337, ,Nov 4,5300797681,You Can Have It All $99 Move In Special,999,2,759,Lexington,Texas,,,,30.4190974,-97.0116515,2015-11-19 22:55:01.522039,2015-11-19 22:55:01.522039
338, ,Nov 4,5300704667,Move in today!!,625,2,900,Bent,Texas,,,,20.4113947,-99.9717145,2015-11-19 22:55:01.699137,2015-11-19 22:55:01.699137
339, ,Nov 4,5300737593,1 Bedroom 1 Bath available soon! $300 off November rent when you lease,700,2,1001,THE,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:01.823807,2015-11-19 22:55:01.823807
340, ,Nov 4,5300754656,THREE...TWO BEDROOM FLOOR PLANS TO CHOOSE FROM..ALL FREE FOR NOVEMBER!,800,3,1008,Pebble,Texas,,,,36.0383532,-102.0033241,2015-11-19 22:55:01.956758,2015-11-19 22:55:01.956758
341, ,Nov 4,5300737013,Move in to a brand new apartment today!,870,3,1120,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:02.07664,2015-11-19 22:55:02.07664
342, ,Nov 4,5300732350,CEDAR CREEK has 3 bedroom apartments!!,755,1, ,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:02.202633,2015-11-19 22:55:02.202633
343, ,Nov 4,5300726788,Reduced price on 1 two bedroom at CEDAR CREEK!,784,1,431,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:02.339705,2015-11-19 22:55:02.339705
344, ,Nov 4,5300720842,"""Professionally Managed", Tennis, Basketball," Pets Welcome""",640, ,,,,49.2250185,16.5792683,2015-11-19 22:55:02.497946,2015-11-19 22:55:02.497946
345, ,Nov 4,5300717212,Only ONE one bedroom left at CEDAR CREEK! Large floor plan!,700,1,644,Eastland,Texas,,,,32.4015198,-98.8175623,2015-11-19 22:55:02.626318,2015-11-19 22:55:02.626318
346,"""3 Oaks M/H", Clyde," TX""",Nov 4,5300695252,Make Sadosa Ridge Your New Home-3 Bed 2 Bath,495,1,468,,,,35.0980896,-120.5819091,2015-11-19 22:55:02.802236,2015-11-19 22:55:02.802236
347, ,Nov 4,5300677378,Nice Mobile Home For Rent,435,2, ,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:02.933129,2015-11-19 22:55:02.933129
348, ,Nov 4,5300648714,Room for Rent @ The Grove,435,1,891,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:03.061397,2015-11-19 22:55:03.061397
349, ,Nov 4,5289670367,1 BEDROOMS AVAILABLE FOR 11/13 MOVE IN- GET $150 OFF MOVE IN!,615,3,1231,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:03.195639,2015-11-19 22:55:03.195639
350, ,Nov 4,5297207098,"""CUTE", CLEAN," QUIET STUDIO- NEW COUNTERS AND PRIVATE PATIO! READY 11/13""",1165,3,1214,,,,35.092905,136.98596,2015-11-19 22:55:03.407385,2015-11-19 22:55:03.407385
351, ,Nov 4,5300623639,1 Bedroom With A Study,999,3,1200,Brownwood,Texas,,,,31.7093197,-98.9911611,2015-11-19 22:55:03.575785,2015-11-19 22:55:03.575785
352, ,Nov 4,5300614219,Move In This Week,999,1, ,Allen,Texas,,,,33.1031744,-96.6705503,2015-11-19 22:55:03.699884,2015-11-19 22:55:03.699884
353, ,Nov 4,5300613929,2 Bedroom 1 or 2 Baths,750,2,991,Lexington,Texas,,,,30.4190974,-97.0116515,2015-11-19 22:55:03.826234,2015-11-19 22:55:03.826234
354, ,Nov 4,5288071815,Conference/Meeting room - Billiards available - Business Center,695,1,539,The,Texas,,,,31.9685988,-99.9018131,2015-11-19 22:55:03.962876,2015-11-19 22:55:03.962876
355, ,Nov 4,5300498582,Call this beautiful 3 bedroom apartment your new home!,900,3, ,COLORADO,Texas,,,,29.98556,-97.1338899,2015-11-19 22:55:04.098746,2015-11-19 22:55:04.098746
356, ,Nov 4,5300563008,Bippity Boppity Boo! Our Homes are PERFECT for YOU!!,530,2,3527,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:04.232046,2015-11-19 22:55:04.232046
357, ,Nov 4,5300540966,THREE BEDROOM 2 BATH HOME,840,2,936,Residence,Texas,,,,29.7219472,-96.5503014,2015-11-19 22:55:04.398358,2015-11-19 22:55:04.398358
358, ,Nov 4,5300523441,Move it move it to Copper Creek Apartments!,750,4,3326,Indian,Texas,,,,30.0427387,-97.0977268,2015-11-19 22:55:04.539443,2015-11-19 22:55:04.539443
359, ,Nov 4,5300323334,We could hardly wait for you to hop in!,695,2,1096,Abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:04.67332,2015-11-19 22:55:04.67332
360, ,Nov 4,5300462450,1 br 1 Bath - Furnished,750,1,627,abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:04.842568,2015-11-19 22:55:04.842568
361, ,Nov 4,5300266696,BEAUTFUL HUGE SINGLE FAMILY HOME IN Abilene,750,3,1431,Country,Texas,,,,29.559256,-98.4780731,2015-11-19 22:55:05.108835,2015-11-19 22:55:05.108835
362, ,Nov 4,5288996069,Beautiful 4 bed Condo Tarnished Credit We Will Repair It,499,1,701,abilene,Texas,,,,32.4487364,-99.7331439,2015-11-19 22:55:05.519033,2015-11-19 22:55:05.519033
363, ,Nov 4,5275522683,2 BEDROOM BLOWOUT- $99 NOVEMBER RENT AND FULL SIZE LAUNDRY ROOM!,1070,1,700,Royale,Texas,,,,33.4605422,-94.0851063,2015-11-19 22:55:05.998199,2015-11-19 22:55:05.998199
364, ,Nov 4,5275376302,Great New 4 bedroom Apartment Bad Credit We Will Repair It,1005,2,1020,Achille,Texas,,,,33.8334343,-96.3872105,2015-11-19 22:55:06.4036,2015-11-19 22:55:06.4036
365, ,Nov 4,5300381890,You Can Have It All At Royale Orleans!,1000,3,1008,Allen,Texas,,,,33.1031744,-96.6705503,2015-11-19 22:55:06.88828,2015-11-19 22:55:06.88828
366, ,Nov 4,5300397761,HOLIDAY SPECIALS !!! FREE MONTH !!!,770,1,500,Allen,Texas,,,,33.1031744,-96.6705503,2015-11-19 22:55:07.364415,2015-11-19 22:55:07.364415
367, ,Nov 4,5286676184,Spacious 4 bedroom Two bath home for rent.,300,2,750,Mill,Texas,,,,32.5335335,-94.9404238,2015-11-19 22:55:07.853258,2015-11-19 22:55:07.853258
368, ,Nov 4,5287949872,Covered Parking - Remote 1-car garage - Accepts Electronic Payments,350,3,1214,Eastland,Texas,,,,32.4015198,-98.8175623,2015-11-19 22:55:08.277245,2015-11-19 22:55:08.277245
369, ,Nov 4,5296943513,Covered Parking - Remote 1-car garage - Billiards available,999,2,900,comanche,Texas,,,,31.8973693,-98.6036581,2015-11-19 22:55:08.405025,2015-11-19 22:55:08.405025
